コード,銘柄名,市場,業種,規模,終値,平均売買代金(百万円),テクニカル一致数,候補根拠,株価基準日,取得日時
9343,アイビス,グロース（内国株式）,サービス業,-,800.0,50.362085,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.074442+09:00
9344,アクシスコンサルティング,グロース（内国株式）,サービス業,-,1341.0,20.15012,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.079974+09:00
9346,ココルポート,グロース（内国株式）,サービス業,-,1880.0,10.40157,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.088998+09:00
9347,日本管財ホールディングス,プライム（内国株式）,サービス業,TOPIX Small 2,2950.0,331.676735,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.093823+09:00
9348,ｉｓｐａｃｅ,グロース（内国株式）,サービス業,-,409.0,209.23377,0,,2026-09-24,2026-09-24T20:38:55.098888+09:00
9364,上組,プライム（内国株式）,倉庫・運輸関連業,TOPIX Mid400,4893.0,1375.725,1,株価が25日線より上,2026-09-24,2026-09-24T20:38:55.137565+09:00
9366,サンリツ,スタンダード（内国株式）,倉庫・運輸関連業,-,1296.0,12.375505,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.149345+09:00
9368,キムラユニティー,スタンダード（内国株式）,倉庫・運輸関連業,-,964.0,18.19074,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.159766+09:00
9369,キユーソー流通システム,スタンダード（内国株式）,倉庫・運輸関連業,TOPIX Small 2,2919.0,109.64613,1,前日より出来高増加,2026-09-24,2026-09-24T20:38:55.166880+09:00
9381,エーアイテイー,プライム（内国株式）,倉庫・運輸関連業,TOPIX Small 2,2335.0,60.80787569702149,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.183097+09:00
9401,ＴＢＳホールディングス,プライム（内国株式）,情報・通信業,TOPIX Mid400,5788.0,1779.63471,0,,2026-09-24,2026-09-24T20:38:55.194849+09:00
9404,日本テレビホールディングス,プライム（内国株式）,情報・通信業,TOPIX Mid400,2942.0,1457.9534825,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.201645+09:00
9405,朝日放送グループホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 2,870.0,74.43907,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.206969+09:00
9409,テレビ朝日ホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 1,3100.0,630.241775,1,MACDがプラス,2026-09-24,2026-09-24T20:38:55.218812+09:00
9412,スカパーＪＳＡＴ,プライム（内国株式）,情報・通信業,TOPIX Small 1,2067.0,3965.22146,0,,2026-09-24,2026-09-24T20:38:55.224080+09:00
9413,テレビ東京ホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 1,3410.0,223.60325,0,,2026-09-24,2026-09-24T20:38:55.229804+09:00
9414,日本ＢＳ放送,スタンダード（内国株式）,情報・通信業,-,963.0,147.5617111376953,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.235494+09:00
9416,ビジョン,プライム（内国株式）,情報・通信業,TOPIX Small 1,1072.0,264.108035,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.240942+09:00
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,情報・通信業,TOPIX Small 1,1791.0,1211.3264657897948,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.256586+09:00
9423,フォーバル・リアルストレート,スタンダード（内国株式）,情報・通信業,-,106.0,10.14484,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.280904+09:00
9424,日本通信,プライム（内国株式）,情報・通信業,TOPIX Small 2,120.0,234.053305,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:55.286754+09:00
9425,ＲｅＹｕｕ　Ｊａｐａｎ,スタンダード（内国株式）,情報・通信業,-,229.0,424.497165,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.292056+09:00
9432,ＮＴＴ,プライム（内国株式）,情報・通信業,TOPIX Core30,174.89999389648438,35706.92574719963,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.303625+09:00
9433,ＫＤＤＩ,プライム（内国株式）,情報・通信業,TOPIX Core30,3031.0,25206.8742675,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:55.308606+09:00
9434,ソフトバンク,プライム（内国株式）,情報・通信業,TOPIX Core30,246.3000030517578,18054.728888480837,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.537341+09:00
9435,光通信,プライム（内国株式）,情報・通信業,TOPIX Mid400,38950.0,2724.65165,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.542600+09:00
9436,沖縄セルラー電話,スタンダード（内国株式）,情報・通信業,-,4405.0,580.184075,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.547468+09:00
9438,エムティーアイ,プライム（内国株式）,情報・通信業,TOPIX Small 2,601.0,18.88589,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.552236+09:00
9449,ＧＭＯインターネットグループ,プライム（内国株式）,情報・通信業,TOPIX Mid400,3924.0,1088.86009,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:58.582356+09:00
9450,ファイバーゲート,スタンダード（内国株式）,情報・通信業,TOPIX Small 2,787.0,29.326635,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.588366+09:00
9467,アルファポリス,グロース（内国株式）,情報・通信業,-,1089.0,133.743255,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.598109+09:00
9468,ＫＡＤＯＫＡＷＡ,プライム（内国株式）,情報・通信業,TOPIX Mid400,3656.0,1296.801115,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.604131+09:00
9470,学研ホールディングス,プライム（内国株式）,情報・通信業,TOPIX Small 2,1073.0,221.804215,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.610298+09:00
9474,ゼンリン,プライム（内国株式）,情報・通信業,TOPIX Small 2,926.0,166.691315,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.615033+09:00
9501,東京電力ホールディングス,プライム（内国株式）,電気・ガス業,TOPIX Mid400,525.4000244140625,21652.121162619627,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.633570+09:00
9502,中部電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,2869.0,9263.51078,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.638936+09:00
9503,関西電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,2765.5,13911.8773925,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.643618+09:00
9504,中国電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,1042.0,2467.6857596704103,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.648148+09:00
9505,北陸電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,1121.0,1188.6814627087401,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.653444+09:00
9506,東北電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,1337.0,5994.3927825,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.656124+09:00
9507,四国電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,2120.5,2886.821215,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.660741+09:00
9508,九州電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,2064.5,4942.267625,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.665320+09:00
9509,北海道電力,プライム（内国株式）,電気・ガス業,TOPIX Mid400,1109.0,2632.6957175,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.670472+09:00
9511,沖縄電力,プライム（内国株式）,電気・ガス業,TOPIX Small 1,1209.0,319.61536,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.675360+09:00
9513,電源開発,プライム（内国株式）,電気・ガス業,TOPIX Mid400,4092.0,2113.92487,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.679900+09:00
9514,エフオン,スタンダード（内国株式）,電気・ガス業,TOPIX Small 2,341.0,33.639135,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.684552+09:00
9517,イーレックス,プライム（内国株式）,電気・ガス業,TOPIX Small 2,824.0,145.40269,2,25日線が75日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.690703+09:00
9519,レノバ,プライム（内国株式）,電気・ガス業,TOPIX Small 1,858.0,798.75169,0,,2026-09-24,2026-09-24T20:38:58.695391+09:00
9531,東京瓦斯,プライム（内国株式）,電気・ガス業,TOPIX Mid400,6167.0,6142.415765,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.699988+09:00
9532,大阪瓦斯,プライム（内国株式）,電気・ガス業,TOPIX Mid400,5803.0,6051.78993,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.705595+09:00
9533,東邦瓦斯,プライム（内国株式）,電気・ガス業,TOPIX Mid400,1237.5,1081.5226425,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.710563+09:00
9534,北海道瓦斯,プライム（内国株式）,電気・ガス業,TOPIX Small 2,925.0,287.341615,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.715593+09:00
9535,広島ガス,プライム（内国株式）,電気・ガス業,TOPIX Small 2,441.0,38.045765,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.721695+09:00
9536,西部ガスホールディングス,プライム（内国株式）,電気・ガス業,TOPIX Small 2,2605.0,471.424095,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.726303+09:00
9539,京葉瓦斯,スタンダード（内国株式）,電気・ガス業,-,1374.0,37.848695,2,株価が25日線より上／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.736245+09:00
9543,静岡ガス,プライム（内国株式）,電気・ガス業,TOPIX Small 1,1342.0,213.693425,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.741172+09:00
9551,メタウォーター,プライム（内国株式）,電気・ガス業,TOPIX Small 1,3165.0,306.454275,1,株価が25日線より上,2026-09-24,2026-09-24T20:38:58.745790+09:00
9552,クオンツ総研ホールディングス,プライム（内国株式）,サービス業,TOPIX Small 1,1035.0,379.722655,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.750802+09:00
9553,マイクロアド,グロース（内国株式）,サービス業,-,655.0,49.187975,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.756204+09:00
9554,ＡＶｉＣ,グロース（内国株式）,サービス業,-,1795.0,60.700715,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.760862+09:00
9556,ＩＮＴＬＯＯＰ,グロース（内国株式）,サービス業,-,2480.0,224.16428,4,株価が25日線より上／25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.766260+09:00
9557,エアークローゼット,グロース（内国株式）,サービス業,-,251.0,20.81321,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.771739+09:00
9560,プログリット,グロース（内国株式）,サービス業,-,913.0,27.87596010284424,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.780930+09:00
9564,ＦＣＥ,スタンダード（内国株式）,サービス業,-,561.0,22.579715,1,25日線が75日線より上,2026-09-24,2026-09-24T20:38:58.799421+09:00
9601,松竹,プライム（内国株式）,情報・通信業,TOPIX Small 1,10850.0,698.83065,2,25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.809810+09:00
9602,東宝,プライム（内国株式）,情報・通信業,TOPIX Mid400,1580.0,5415.138645963135,3,株価が25日線より上／25日線が75日線より上／MACDがプラス,2026-09-24,2026-09-24T20:38:58.815718+09:00
9603,エイチ・アイ・エス,プライム（内国株式）,サービス業,TOPIX Small 1,1105.0,542.939515,3,25日線が75日線より上／MACDがプラス／前日より出来高増加,2026-09-24,2026-09-24T20:38:58.824038+09:00
