ratio_floor_pct,increase_floor_pct_point,events,win_rate_pct,avg_excess_return_5d_pct,profit_factor,status,note
1.0,0.0,43368,45.759546209186496,0.06072281658701727,1.0257480213836845,RESEARCH_ONLY,公開対象のみ。未公表をゼロとみなさず、翌営業日からの5日間で評価。十分なOOS期間まで売買判断には不使用。
1.0,0.25,33652,45.48020920004755,0.022153913859659466,1.0090985128229053,RESEARCH_ONLY,公開対象のみ。未公表をゼロとみなさず、翌営業日からの5日間で評価。十分なOOS期間まで売買判断には不使用。
2.0,0.0,24163,45.01510574018127,0.024900134741368304,1.0094378089570228,RESEARCH_ONLY,公開対象のみ。未公表をゼロとみなさず、翌営業日からの5日間で評価。十分なOOS期間まで売買判断には不使用。
2.0,0.25,21261,44.96495931517803,0.01697373630922885,1.0063835273515553,RESEARCH_ONLY,公開対象のみ。未公表をゼロとみなさず、翌営業日からの5日間で評価。十分なOOS期間まで売買判断には不使用。
3.0,0.0,14608,45.08488499452355,0.025321118433301606,1.0089981363518965,RESEARCH_ONLY,公開対象のみ。未公表をゼロとみなさず、翌営業日からの5日間で評価。十分なOOS期間まで売買判断には不使用。
